id,direction,entry_price,exit_price,entry_bar,exit_bar,size,leverage,pnl,pnl_pct,commission,funding,net_pnl,exit_reason,duration_bars,confidence
19,SHORT,48908.80363824249,51666.771568758406,842,847,598.9070334699313,3.0,-33.77237365869552,-17.09700302617556,0.7186884401639175,-0.11978140669398626,-34.01193647208349,SL,5,20.0
20,LONG,52492.64443716771,54071.52529795098,847,872,596.8447566284015,3.0,18.32767552399392,9.086282752148643,0.7162137079540817,0.6983083652552298,17.378692360954766,SL,25,100.0
21,SHORT,80824.66757421457,89464.0289709623,935,967,597.8659917588194,3.0,-63.90598965206611,-32.247047063874106,0.7174391901105832,-0.9565855868141108,-63.30812366030729,SL,32,0.0
22,SHORT,77077.7148392031,90974.6128321049,977,1023,594.0459811634985,3.0,-107.1048411404585,-54.26916710320114,0.7128551773961981,-1.3663057566760457,-106.09496297248056,SL,46,0.0
23,SHORT,100011.31771870847,111371.50095652112,1065,1094,587.6588977298275,3.0,-66.75157284017095,-34.25669300917804,0.7051906772757929,-0.8227224568217588,-66.28144572198708,SL,29,0.0
24,SHORT,135007.08417963653,152958.76342561268,1151,1170,583.6608552661899,3.0,-77.60846422125105,-40.070527275050615,0.7003930263194278,-0.5252947697395709,-77.4333659646712,SL,19,0.0
25,SHORT,138535.17901850562,130854.29565834824,1179,1229,578.9938415175199,3.0,31.021189217605095,15.947325997544182,0.6947926098210238,-1.1174581141288134,31.89546991829655,SL,50,0.0
26,LONG,134899.49935452986,142024.7984041266,1229,1243,580.8867259343239,3.0,36.50890410590694,18.72908954289724,0.6970640711211885,0.3717675045979673,35.893164176416555,SL,14,95.0
27,SHORT,128604.79941728867,149457.52530989013,1249,1344,583.0194038627753,3.0,-94.53413771417924,-48.82373488490083,0.6996232846353303,-2.740191198155042,-92.14375815834185,SL,95,0.0
28,SHORT,136609.5046510155,122833.64527942605,1349,1379,577.4697896747342,3.0,50.015528931331076,25.857452204228466,0.692963747609681,-0.6236673728487128,50.39665899251639,SL,30,0.0
29,LONG,130140.88248908291,166745.94281041512,1382,1424,580.4728003018565,3.0,146.2851757663032,75.5086164717273,0.6965673603622278,1.0463022225440965,145.05602461166401,SL,42,100.0
30,SHORT,185590.8881550324,201114.67242762417,1487,1495,589.1552647577455,3.0,-49.280001427230324,-25.27355565930167,0.7069863177092945,-0.23566210590309822,-49.397832480181876,SL,8,65.0
31,LONG,203116.6073629576,214819.05908667907,1495,1505,586.170185219403,3.0,41.58742363002146,21.158308556800094,0.7034042222632835,0.24032977593995525,41.100902376289355,SL,10,100.0
32,SHORT,218886.59926433838,218886.59926433838,1538,1542,588.6151372353124,3.0,8.612339283459999,4.263458614967806,0.7063381646823749,-0.04120305960647187,8.40632398542764,SL,4,0.0
33,LONG,227705.23825217722,213253.31274410227,1558,1562,589.0983265294977,3.0,-37.388710059042815,-19.220307046520187,0.7069179918353973,0.05890983265294978,-37.801078887613464,SL,4,90.0
34,SHORT,213315.67720711653,210674.41956000892,1562,1581,586.8090542564859,3.0,11.545304683344956,5.776416433216112,0.7041708651077829,-0.47531533394775355,11.774160214504986,SL,19,25.0
35,LONG,205008.25995209228,258974.932777412,1615,1659,587.4943787434028,3.0,106.26787089253656,54.17046392348498,0.7049932544920833,0.9311785903082933,105.1516315729241,SL,44,70.0
36,SHORT,250995.4155621216,274861.2364674613,1673,1678,593.7823268401432,3.0,-56.45960758839184,-28.705406552016715,0.7125387922081718,-0.11875646536802865,-56.6971205191279,SL,5,15.000000000000002
37,SHORT,283781.7787661895,314496.47173684445,1737,1749,590.3591234452292,3.0,-63.89662964930841,-32.6500476938948,0.708430948134275,-0.35421547406713755,-63.8966296493084,SL,12,0.0
38,SHORT,285417.94051794376,318533.6310153142,1753,1760,586.504072737827,3.0,-68.0492869964215,-34.98757772683372,0.7038048872853923,-0.1759512218213481,-68.22523821824285,SL,7,60.00000000000001
39,SHORT,310683.8720634193,286871.4008993922,1779,1800,582.3894442981139,3.0,46.10321091049716,23.6226503379504,0.6988673331577365,-0.46008766099551,46.318695004887466,SL,21,0.0
40,LONG,242405.7988464385,249303.4995166132,1854,1870,585.1475999784121,3.0,24.636043943042353,12.504681871010623,0.7021771199740945,0.39204889198553616,23.998233059065885,SL,16,100.0
41,SHORT,252212.08541405745,280742.45282947784,1919,1992,586.5664286483569,3.0,-66.3527114309957,-34.116162141376364,0.7038797143780282,-2.1116391431340844,-64.59301214505062,SL,73,0.0
42,SHORT,259333.53304130113,235448.665461914,2004,2034,582.669731528222,3.0,58.00920308369683,29.741281554964615,0.6992036778338663,-0.7108570724644305,58.4753388689194,SL,30,0.0
43,LONG,252549.26972965,214336.89571281447,2035,2119,586.1572757500219,3.0,-88.68947068279562,-45.571983185389456,0.7033887309000262,2.4618605581500903,-91.50302560639572,SL,84,100.0
44,LONG,239557.08043581064,212339.1302911791,2129,2238,580.6459925517094,3.0,-65.97172435146285,-34.265342117772946,0.6967751910620512,3.135488359779235,-69.4556003067731,SL,109,100.0
45,LONG,204903.2079768706,250103.52667944046,2291,2320,576.4577532775688,3.0,100.80168953222551,52.364690092819544,0.6917493039330825,0.6557206943532347,99.96438464558985,SL,29,100.0
46,SHORT,264920.75808241876,230164.67592547886,2361,2405,582.4348638771855,3.0,67.85647645891683,34.82544985339956,0.6989218366526225,-1.1590453791155997,68.77089919520401,SL,44,10.0
47,LONG,240293.29932681032,253961.69982909865,2416,2473,586.5401501737988,3.0,37.5121448357438,19.06048441609419,0.7038481802085584,1.6247162159814235,35.641081756689374,SL,57,75.0
48,SHORT,249082.62045193103,276347.6786773425,2492,2528,588.6574996337929,3.0,-64.43557151125218,-33.018571606411825,0.7063889995605515,-1.0007177493774484,-63.788048261655,SL,36,0.0
49,SHORT,256239.36983522298,241081.21053169988,2541,2574,584.8090250681064,3.0,35.060381998998345,17.85955451238902,0.7017708300817276,-0.8479730863487543,35.662735294818496,SL,33,0.0
50,LONG,257826.1667595285,259092.58120627404,2579,2588,586.9277360608935,3.0,13.797741091672735,6.926524651982656,0.7043132832730721,0.21716326234253058,13.33406818018463,SL,9,100.0
51,SHORT,241841.25858889232,227276.1594199236,2600,2609,587.7066507532065,3.0,35.30510040618177,17.895797283186088,0.7052479809038478,-0.21745146077868643,35.27571507364411,SL,9,15.000000000000002
52,LONG,241641.65198803146,276523.4159508168,2622,2638,589.802036218198,3.0,84.21531129642983,42.709717473824185,0.7077624434618376,0.3951673642661927,83.57242707695201,SL,16,100.0
53,SHORT,269453.3695686149,260515.47139693907,2667,2686,594.7951489695115,3.0,18.96747995381352,9.440728975517807,0.7137541787634137,-0.4460963617271337,19.163762352973457,SL,19,0.0
54,LONG,266320.4461888507,301478.29512977484,2699,2713,595.9235620853269,3.0,65.5170484715931,32.856610173523606,0.7151082745023922,0.30988025228437005,64.9568803232329,SL,14,75.0
55,SHORT,346881.58934993687,277996.4494329626,2758,2801,599.7995216564859,3.0,92.45503315992916,46.148467769260506,0.719759425987783,-0.9836712155166368,93.249767526124,SL,43,5.0
56,LONG,285836.5453941905,299301.49195494753,2817,2841,605.3729149252738,3.0,35.03308474380053,17.235076394436124,0.7264474979103285,0.6901251230148123,34.08870299651711,SL,24,95.0
57,SHORT,278731.78506411845,235228.9855353636,2849,2895,607.3964436801275,3.0,86.09880882230028,42.39917925556496,0.7288757324161529,-1.2512366739810625,87.0949389899357,SL,46,0.0
58,LONG,248470.01077065882,285229.66769850906,2915,2938,612.6002737475511,3.0,91.36651173897431,44.61761944700628,0.7351203284970613,0.6554822929098798,90.45373733109047,SL,23,5.0
59,SHORT,266346.30971293215,189956.63353194107,2947,3072,618.0054443775618,3.0,155.1706798595009,75.230409159555,0.7416065332530741,-3.2877889640886266,158.2637971086106,SL,125,0.0
60,LONG,198386.61830700847,172229.32917476204,3075,3154,627.4790240080797,3.0,-82.73315204153215,-39.73502042748771,0.7529748288096956,2.4471681936315126,-85.55680764956851,SL,79,100.0
61,LONG,156590.7366481591,193019.04723476892,3189,3282,622.3230263042417,3.0,152.7487978818758,73.50881251320429,0.74678763156509,2.8253465394212554,149.66207567140677,SL,93,100.0
62,SHORT,185803.44348326654,179477.18229052366,3288,3305,631.2803472155776,3.0,27.11072222689991,12.75768425208165,0.7575364166586931,-0.42927063610659283,27.27485511717596,SL,17,0.0
63,LONG,189931.61430893667,192677.4425705412,3308,3336,632.8941124301082,3.0,17.871917464343156,8.345520170595735,0.7594729349161298,0.8037755227862372,16.802326414336274,SL,28,100.0
64,SHORT,193176.4428947766,178551.96863220562,3359,3371,633.8794678269214,3.0,50.28408677639281,23.672256290952795,0.7606553613923056,-0.28524576052211464,50.30310316042762,SL,12,0.0
65,LONG,188764.64015202803,207631.65950741956,3383,3420,636.8748343557054,3.0,69.01454232845734,32.38331200552583,0.7642498012268464,1.0699497217175848,67.67710517631036,SL,37,85.00000000000001
66,SHORT,228412.98546919698,210743.5152903304,3453,3531,640.9125331722468,3.0,57.55633440889291,26.815118216559124,0.769095039806696,-2.44187675138626,59.72902789634682,SL,78,0.0
67,LONG,221238.26612378616,230499.1131183437,3535,3551,644.4732019948352,3.0,26.310239334793103,12.121323513229935,0.7733678423938022,0.41890758129664296,25.62065300865863,SL,16,100.0
68,SHORT,213035.1667940932,240986.37400125756,3562,3572,645.9872401400833,3.0,-84.7565379653569,-39.54139881662863,0.7751846881680998,-0.25839489605603333,-84.88573541338492,SL,10,5.0
69,SHORT,217255.21063447092,242925.7397576078,3579,3582,640.8708404746349,3.0,-75.72427619355356,-35.62752144011021,0.7690450085695618,-0.0640870840474635,-76.04471161379088,SL,3,90.0
70,LONG,241194.1733673261,311931.3104351559,3582,3703,636.2850864275503,3.0,142.77102746962117,67.22015054660413,0.7635421037130601,3.5902386001674533,138.98035906722905,SL,121,0.0
71,SHORT,309881.5007709564,300832.15697176405,3732,3765,644.6010017084744,3.0,22.924419414381322,10.543120597216692,0.7735212020501693,-0.8379813022210171,23.49166829588478,SL,33,0.0
72,LONG,304968.0811274194,276106.62664076395,3768,3777,645.9872961701664,3.0,-61.134702616904825,-28.571287094661695,0.7751847554041995,0.25839491846806656,-61.78068991307499,SL,9,80.0
73,LONG,161969.96352499392,174918.58330829823,3902,3939,642.2571992327196,3.0,54.25863009554834,25.218346545450522,0.7707086390792635,1.1175275266649323,52.87135454520567,SL,37,100.0
74,SHORT,199936.801110187,171269.68045243932,3994,4056,645.4063592462595,3.0,83.20155240947446,38.548031275416186,0.7744876310955113,-1.471526499081471,84.4020082376725,SL,62,0.0
75,SHORT,163129.46507559618,156406.3357092144,4072,4088,650.4472451115869,3.0,28.779062161231302,13.147510977647759,0.780536694133904,-0.35774598481137276,28.863620303095807,SL,16,0.0
76,LONG,163115.4046714822,148515.31219030468,4110,4126,652.1556462289486,3.0,-58.372983019239,-27.032324298705678,0.7825867754747383,0.456508952360264,-59.22078535933664,SL,16,0.0
77,LONG,160859.50680747192,165356.0505970327,4133,4144,648.5789215041244,3.0,20.14901331802841,9.193920513898606,0.7782947058049492,0.3048320931069385,19.57177807788974,SL,11,100.0
78,SHORT,151649.70997396728,145453.59661974467,4163,4178,649.7298793476239,3.0,25.141108862698147,11.482412816696216,0.7796758552171486,-0.37684333002162185,25.245065643393765,SL,15,100.0
79,LONG,107928.93499999911,100075.15950712381,4248,4277,651.2211930105709,3.0,-47.388080370731714,-22.010407646129458,0.781465431612685,0.911709670214799,-48.690522756752856,SL,29,20.0
80,LONG,110204.8997880429,97697.58529991645,4290,4301,648.2763176822182,3.0,-73.57382290669983,-34.22743667164101,0.7779315812186618,0.3241381588411091,-74.28692685615027,SL,11,100.0
81,LONG,96023.01510000027,87681.69341127835,4328,4351,643.7957641234126,3.0,-55.92521297938192,-26.240382544856878,0.7725549169480951,0.7081753405357539,-57.01966577839172,SL,23,85.00000000000001
82,LONG,94893.48470735582,84197.62280877517,4365,4387,640.351407529201,3.0,-72.17682270406867,-33.99431907016335,0.768421689035041,0.704386548282121,-73.26542009686831,SL,22,100.0
83,LONG,91049.97590669402,83916.00788577135,4401,4417,635.932429672718,3.0,-49.82671957433522,-23.6856669149481,0.7631189156072614,0.5087459437381744,-50.71702497587703,SL,16,100.0
84,LONG,71435.61180433781,64225.36957389191,4462,4515,632.8665146066975,3.0,-63.87739608573251,-30.460032808544096,0.7594398175280369,1.6454529379774145,-65.90256893247394,SL,53,100.0
85,LONG,69839.99667851113,72940.57450157555,4525,4611,628.8895772762232,3.0,38.55212081629216,18.264567538071542,0.7546674927314678,2.628758433014614,35.659228760821534,SL,86,100.0
86,SHORT,70963.53733459962,66088.24425699405,4620,4643,631.0064909770911,3.0,42.644567602389735,20.14854624263348,0.7572077891725092,-0.6562467506161748,43.03579162679553,SL,23,0.0
87,LONG,71092.6678245865,84211.15172006033,4655,4725,633.565922241024,3.0,102.17119607257752,48.28461533081592,0.7602791066892287,2.0923514582009815,99.8792713488706,SL,70,100.0
88,SHORT,78933.54330691126,85113.45287572348,4738,4744,639.5358701487569,3.0,-50.070903673532385,-23.667769495346285,0.7674430441785082,-0.12790717402975138,-50.32671802159189,SL,6,15.000000000000002
89,LONG,84550.10479207746,77830.76588595864,4744,4756,636.4932437761358,3.0,-50.583187648367144,-24.02150412105144,0.7637918925313629,0.31824662188806796,-51.28333021652089,SL,12,100.0
90,LONG,55527.611454724145,47839.98192355311,4855,4902,633.3933302063685,3.0,-87.69138708787337,-41.71409085913594,0.7600719962476422,1.456804659474648,-89.52822774547182,SL,47,100.0
91,LONG,51459.906674731814,53726.008125234934,4919,4931,627.9988343817527,3.0,34.059227416014174,16.144361767252896,0.7535986012581031,0.30143944050324134,33.49402846507059,SL,12,100.0
92,SHORT,59495.47332073092,63957.321809083915,4974,4999,629.9858681316191,3.0,-47.2456362899019,-22.67842671710431,0.7559830417579428,-0.7559830417579431,-46.86764476902293,end_of_data,25,15.000000000000002
